org_code,name,rtt_type,count_wait_more_18_weeks,count_wait_more_52_weeks,perc_wait_more_18_weeks,perc_wait_more_52_weeks,count_total
NT302,SPIRE BRISTOL HOSPITAL,New RTT Periods - All Patients,0,0,0,0,228
NT304,SPIRE SOUTHAMPTON HOSPITAL,Completed Pathways For Admitted Patients,9,0,0.0625,0,144
NT304,SPIRE SOUTHAMPTON HOSPITAL,Completed Pathways For Non-Admitted Patients,20,5,0.29411764705882354,0.07352941176470588,68
NT304,SPIRE SOUTHAMPTON HOSPITAL,Incomplete Pathways,252,35,0.16374269005847952,0.022742040285899934,1539
NT304,SPIRE SOUTHAMPTON HOSPITAL,Incomplete Pathways with DTA,40,8,0.425531914893617,0.0851063829787234,94
NT304,SPIRE SOUTHAMPTON HOSPITAL,New RTT Periods - All Patients,0,0,0,0,1177
NT305,SPIRE PORTSMOUTH HOSPITAL,Completed Pathways For Admitted Patients,0,0,0,0,1
NT305,SPIRE PORTSMOUTH HOSPITAL,Completed Pathways For Non-Admitted Patients,5,0,0.15625,0,32
NT305,SPIRE PORTSMOUTH HOSPITAL,Incomplete Pathways,273,36,0.4272300469483568,0.056338028169014086,639
NT305,SPIRE PORTSMOUTH HOSPITAL,Incomplete Pathways with DTA,23,4,0.92,0.16,25
NT305,SPIRE PORTSMOUTH HOSPITAL,New RTT Periods - All Patients,0,0,0,0,197
NT308,SPIRE GATWICK PARK HOSPITAL,Completed Pathways For Admitted Patients,10,2,0.4166666666666667,0.08333333333333333,24
NT308,SPIRE GATWICK PARK HOSPITAL,Completed Pathways For Non-Admitted Patients,2,0,0.011834319526627219,0,169
NT308,SPIRE GATWICK PARK HOSPITAL,Incomplete Pathways,314,123,0.27886323268206037,0.10923623445825932,1126
NT308,SPIRE GATWICK PARK HOSPITAL,Incomplete Pathways with DTA,125,62,0.7911392405063291,0.3924050632911392,158
NT308,SPIRE GATWICK PARK HOSPITAL,New RTT Periods - All Patients,0,0,0,0,674
NT309,SPIRE SUSSEX HOSPITAL,Completed Pathways For Admitted Patients,30,7,0.20833333333333334,0.04861111111111111,144
NT309,SPIRE SUSSEX HOSPITAL,Completed Pathways For Non-Admitted Patients,6,2,0.047619047619047616,0.015873015873015872,126
NT309,SPIRE SUSSEX HOSPITAL,Incomplete Pathways,83,3,0.17926565874730022,0.0064794816414686825,463
NT309,SPIRE SUSSEX HOSPITAL,Incomplete Pathways with DTA,5,0,0.16666666666666666,0,30
NT309,SPIRE SUSSEX HOSPITAL,New RTT Periods - All Patients,0,0,0,0,322
NT30A,SPIRE NOTTINGHAM HOSPITAL,Completed Pathways For Admitted Patients,21,1,0.18421052631578946,0.008771929824561403,114
NT30A,SPIRE NOTTINGHAM HOSPITAL,Completed Pathways For Non-Admitted Patients,32,6,0.3764705882352941,0.07058823529411765,85
NT30A,SPIRE NOTTINGHAM HOSPITAL,Incomplete Pathways,284,91,0.38850889192886456,0.12448700410396717,731
NT30A,SPIRE NOTTINGHAM HOSPITAL,Incomplete Pathways with DTA,1,0,0.024390243902439025,0,41
NT30A,SPIRE NOTTINGHAM HOSPITAL,New RTT Periods - All Patients,0,0,0,0,207
NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,Completed Pathways For Admitted Patients,6,1,0.2222222222222222,0.037037037037037035,27
NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,Completed Pathways For Non-Admitted Patients,7,1,0.2916666666666667,0.041666666666666664,24
NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,Incomplete Pathways,72,14,0.4585987261146497,0.08917197452229299,157
NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,Incomplete Pathways with DTA,8,3,0.1951219512195122,0.07317073170731707,41
NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,New RTT Periods - All Patients,0,0,0,0,25
NT312,SPIRE ALEXANDRA HOSPITAL,Completed Pathways For Admitted Patients,53,0,0.5888888888888889,0,90
NT312,SPIRE ALEXANDRA HOSPITAL,Completed Pathways For Non-Admitted Patients,23,7,0.1678832116788321,0.051094890510948905,137
NT312,SPIRE ALEXANDRA HOSPITAL,Incomplete Pathways,265,35,0.20229007633587787,0.026717557251908396,1310
NT312,SPIRE ALEXANDRA HOSPITAL,Incomplete Pathways with DTA,117,14,0.5679611650485437,0.06796116504854369,206
NT312,SPIRE ALEXANDRA HOSPITAL,New RTT Periods - All Patients,0,0,0,0,487
NT313,SPIRE WELLESLEY HOSPITAL,Completed Pathways For Admitted Patients,5,0,0.08064516129032258,0,62
NT313,SPIRE WELLESLEY HOSPITAL,Completed Pathways For Non-Admitted Patients,13,3,0.14130434782608695,0.03260869565217391,92
NT313,SPIRE WELLESLEY HOSPITAL,Incomplete Pathways,434,101,0.2554443790464979,0.0594467333725721,1699
NT313,SPIRE WELLESLEY HOSPITAL,Incomplete Pathways with DTA,3,2,0.05660377358490566,0.03773584905660377,53
NT313,SPIRE WELLESLEY HOSPITAL,New RTT Periods - All Patients,0,0,0,0,774
NT314,SPIRE LONDON EAST,Completed Pathways For Admitted Patients,27,0,0.4909090909090909,0,55
NT314,SPIRE LONDON EAST,Completed Pathways For Non-Admitted Patients,134,8,0.5134099616858238,0.03065134099616858,261
NT314,SPIRE LONDON EAST,Incomplete Pathways,1370,65,0.5324523902059852,0.025262339681305868,2573
NT314,SPIRE LONDON EAST,Incomplete Pathways with DTA,135,16,0.8881578947368421,0.10526315789473684,152
NT314,SPIRE LONDON EAST,New RTT Periods - All Patients,0,0,0,0,314
NT315,SPIRE BUSHEY HOSPITAL,Completed Pathways For Admitted Patients,19,0,0.2835820895522388,0,67
NT315,SPIRE BUSHEY HOSPITAL,Completed Pathways For Non-Admitted Patients,4,1,0.05714285714285714,0.014285714285714285,70
NT315,SPIRE BUSHEY HOSPITAL,Incomplete Pathways,111,7,0.18624161073825504,0.01174496644295302,596
NT315,SPIRE BUSHEY HOSPITAL,Incomplete Pathways with DTA,13,0,0.29545454545454547,0,44
NT315,SPIRE BUSHEY HOSPITAL,New RTT Periods - All Patients,0,0,0,0,279
NT316,SPIRE HARPENDEN HOSPITAL,Completed Pathways For Admitted Patients,56,0,0.5,0,112
NT316,SPIRE HARPENDEN HOSPITAL,Completed Pathways For Non-Admitted Patients,20,0,0.21052631578947367,0,95
NT316,SPIRE HARPENDEN HOSPITAL,Incomplete Pathways,108,5,0.1502086230876217,0.006954102920723227,719
NT316,SPIRE HARPENDEN HOSPITAL,Incomplete Pathways with DTA,13,0,0.26,0,50
NT316,SPIRE HARPENDEN HOSPITAL,New RTT Periods - All Patients,0,0,0,0,174
NT317,SPIRE CAMBRIDGE LEA HOSPITAL,Completed Pathways For Admitted Patients,21,1,0.1891891891891892,0.009009009009009009,111
NT317,SPIRE CAMBRIDGE LEA HOSPITAL,Completed Pathways For Non-Admitted Patients,2,0,1,0,2
NT317,SPIRE CAMBRIDGE LEA HOSPITAL,Incomplete Pathways,173,35,0.21071863580998781,0.04263093788063337,821
NT317,SPIRE CAMBRIDGE LEA HOSPITAL,Incomplete Pathways with DTA,25,1,0.16025641025641027,0.00641025641025641,156
NT317,SPIRE CAMBRIDGE LEA HOSPITAL,New RTT Periods - All Patients,0,0,0,0,555
NT319,SPIRE HARTSWOOD HOSPITAL,Completed Pathways For Admitted Patients,6,0,0.04054054054054054,0,148
NT319,SPIRE HARTSWOOD HOSPITAL,Completed Pathways For Non-Admitted Patients,28,5,0.16470588235294117,0.029411764705882353,170
NT319,SPIRE HARTSWOOD HOSPITAL,Incomplete Pathways,712,65,0.5373584905660377,0.04905660377358491,1325
NT319,SPIRE HARTSWOOD HOSPITAL,Incomplete Pathways with DTA,52,17,0.3880597014925373,0.12686567164179105,134
NT319,SPIRE HARTSWOOD HOSPITAL,New RTT Periods - All Patients,0,0,0,0,337
NT320,SPIRE PARKWAY HOSPITAL,Completed Pathways For Admitted Patients,32,1,0.4,0.0125,80
NT320,SPIRE PARKWAY HOSPITAL,Completed Pathways For Non-Admitted Patients,28,8,0.2413793103448276,0.06896551724137931,116
NT320,SPIRE PARKWAY HOSPITAL,Incomplete Pathways,313,53,0.3120638085742772,0.05284147557328016,1003
NT320,SPIRE PARKWAY HOSPITAL,Incomplete Pathways with DTA,13,5,0.13131313131313133,0.050505050505050504,99
NT320,SPIRE PARKWAY HOSPITAL,New RTT Periods - All Patients,0,0,0,0,319
NT321,SPIRE LITTLE ASTON HOSPITAL,Completed Pathways For Admitted Patients,49,1,0.7,0.014285714285714285,70
NT321,SPIRE LITTLE ASTON HOSPITAL,Completed Pathways For Non-Admitted Patients,50,17,0.25773195876288657,0.08762886597938144,194
NT321,SPIRE LITTLE ASTON HOSPITAL,Incomplete Pathways,369,63,0.30073349633251834,0.05134474327628362,1227
NT321,SPIRE LITTLE ASTON HOSPITAL,Incomplete Pathways with DTA,32,8,0.2782608695652174,0.06956521739130435,115
NT321,SPIRE LITTLE ASTON HOSPITAL,New RTT Periods - All Patients,0,0,0,0,402
NT322,SPIRE LEICESTER HOSPITAL,Completed Pathways For Admitted Patients,10,0,0.13513513513513514,0,74
NT322,SPIRE LEICESTER HOSPITAL,Completed Pathways For Non-Admitted Patients,26,4,0.4,0.06153846153846154,65
NT322,SPIRE LEICESTER HOSPITAL,Incomplete Pathways,499,68,0.62531328320802,0.08521303258145363,798
NT322,SPIRE LEICESTER HOSPITAL,Incomplete Pathways with DTA,44,17,0.24043715846994534,0.09289617486338798,183
NT322,SPIRE LEICESTER HOSPITAL,New RTT Periods - All Patients,0,0,0,0,292
NT324,SPIRE CHESHIRE HOSPITAL,Completed Pathways For Admitted Patients,141,8,0.5320754716981132,0.03018867924528302,265
NT324,SPIRE CHESHIRE HOSPITAL,Completed Pathways For Non-Admitted Patients,46,12,0.32857142857142857,0.08571428571428572,140
NT324,SPIRE CHESHIRE HOSPITAL,Incomplete Pathways,587,59,0.35924112607099146,0.03610771113831089,1634
NT324,SPIRE CHESHIRE HOSPITAL,Incomplete Pathways with DTA,52,2,0.5360824742268041,0.020618556701030927,97
NT324,SPIRE CHESHIRE HOSPITAL,New RTT Periods - All Patients,0,0,0,0,316
NT325,SPIRE MURRAYFIELD HOSPITAL,Completed Pathways For Admitted Patients,55,0,0.38461538461538464,0,143
NT325,SPIRE MURRAYFIELD HOSPITAL,Completed Pathways For Non-Admitted Patients,5,2,0.04807692307692308,0.019230769230769232,104
NT325,SPIRE MURRAYFIELD HOSPITAL,Incomplete Pathways,63,5,0.11033274956217162,0.008756567425569177,571
NT325,SPIRE MURRAYFIELD HOSPITAL,Incomplete Pathways with DTA,34,0,0.22077922077922077,0,154
NT325,SPIRE MURRAYFIELD HOSPITAL,New RTT Periods - All Patients,0,0,0,0,282
NT327,SPIRE MANCHESTER HOSPITAL,Completed Pathways For Admitted Patients,31,1,0.2440944881889764,0.007874015748031496,127
NT327,SPIRE MANCHESTER HOSPITAL,Completed Pathways For Non-Admitted Patients,16,1,0.13114754098360656,0.00819672131147541,122
NT327,SPIRE MANCHESTER HOSPITAL,Incomplete Pathways,148,14,0.13703703703703704,0.012962962962962963,1080
NT327,SPIRE MANCHESTER HOSPITAL,Incomplete Pathways with DTA,30,3,0.2158273381294964,0.02158273381294964,139
NT327,SPIRE MANCHESTER HOSPITAL,New RTT Periods - All Patients,0,0,0,0,643
NT332,SPIRE LEEDS HOSPITAL,Completed Pathways For Admitted Patients,69,5,0.7752808988764045,0.056179775280898875,89
NT332,SPIRE LEEDS HOSPITAL,Completed Pathways For Non-Admitted Patients,47,9,0.39166666666666666,0.075,120
NT332,SPIRE LEEDS HOSPITAL,Incomplete Pathways,369,88,0.3208695652173913,0.07652173913043478,1150
NT332,SPIRE LEEDS HOSPITAL,Incomplete Pathways with DTA,74,15,0.5441176470588235,0.11029411764705882,136
NT332,SPIRE LEEDS HOSPITAL,New RTT Periods - All Patients,0,0,0,0,355
NT333,SPIRE WASHINGTON HOSPITAL,Completed Pathways For Admitted Patients,61,0,0.24015748031496062,0,254
NT333,SPIRE WASHINGTON HOSPITAL,Completed Pathways For Non-Admitted Patients,23,4,0.08455882352941177,0.014705882352941176,272
NT333,SPIRE WASHINGTON HOSPITAL,Incomplete Pathways,252,45,0.16195372750642673,0.02892030848329049,1556
NT333,SPIRE WASHINGTON HOSPITAL,Incomplete Pathways with DTA,40,5,0.28169014084507044,0.035211267605633804,142
NT333,SPIRE WASHINGTON HOSPITAL,New RTT Periods - All Patients,0,0,0,0,993
NT337,SPIRE LIVERPOOL HOSPITAL,Completed Pathways For Admitted Patients,52,2,0.4126984126984127,0.015873015873015872,126
NT337,SPIRE LIVERPOOL HOSPITAL,Completed Pathways For Non-Admitted Patients,82,8,0.44086021505376344,0.043010752688172046,186
NT337,SPIRE LIVERPOOL HOSPITAL,Incomplete Pathways,2019,436,0.5548227535037098,0.11981313547677934,3639
NT337,SPIRE LIVERPOOL HOSPITAL,Incomplete Pathways with DTA,185,20,0.7370517928286853,0.0796812749003984,251
NT337,SPIRE LIVERPOOL HOSPITAL,New RTT Periods - All Patients,0,0,0,0,594
NT339,SPIRE REGENCY HOSPITAL,Completed Pathways For Admitted Patients,28,0,0.4117647058823529,0,68
NT339,SPIRE REGENCY HOSPITAL,Completed Pathways For Non-Admitted Patients,44,9,0.16356877323420074,0.03345724907063197,269
NT339,SPIRE REGENCY HOSPITAL,Incomplete Pathways,581,76,0.3321898227558605,0.04345340194396798,1749
NT339,SPIRE REGENCY HOSPITAL,Incomplete Pathways with DTA,29,7,0.5,0.1206896551724138,58
NT339,SPIRE REGENCY HOSPITAL,New RTT Periods - All Patients,0,0,0,0,510
NT343,SPIRE THAMES VALLEY HOSPITAL,Completed Pathways For Admitted Patients,0,0,0,0,36
NT343,SPIRE THAMES VALLEY HOSPITAL,Completed Pathways For Non-Admitted Patients,2,0,0.14285714285714285,0,14
NT343,SPIRE THAMES VALLEY HOSPITAL,Incomplete Pathways,69,2,0.28870292887029286,0.008368200836820083,239
NT343,SPIRE THAMES VALLEY HOSPITAL,Incomplete Pathways with DTA,22,2,0.5,0.045454545454545456,44
NT343,SPIRE THAMES VALLEY HOSPITAL,New RTT Periods - All Patients,0,0,0,0,101
NT344,SPIRE DUNEDIN HOSPITAL,Completed Pathways For Admitted Patients,10,0,0.2631578947368421,0,38
NT344,SPIRE DUNEDIN HOSPITAL,Completed Pathways For Non-Admitted Patients,16,6,0.3018867924528302,0.11320754716981132,53
NT344,SPIRE DUNEDIN HOSPITAL,Incomplete Pathways,82,11,0.18468468468468469,0.024774774774774775,444
NT344,SPIRE DUNEDIN HOSPITAL,Incomplete Pathways with DTA,13,4,0.28888888888888886,0.08888888888888889,45
NT344,SPIRE DUNEDIN HOSPITAL,New RTT Periods - All Patients,0,0,0,0,179
NT345,SPIRE CLARE PARK HOSPITAL,Completed Pathways For Admitted Patients,5,0,0.06756756756756757,0,74
NT345,SPIRE CLARE PARK HOSPITAL,Completed Pathways For Non-Admitted Patients,3,0,0.21428571428571427,0,14
NT345,SPIRE CLARE PARK HOSPITAL,Incomplete Pathways,74,19,0.11044776119402985,0.028358208955223882,670
NT345,SPIRE CLARE PARK HOSPITAL,Incomplete Pathways with DTA,21,9,0.1794871794871795,0.07692307692307693,117
NT345,SPIRE CLARE PARK HOSPITAL,New RTT Periods - All Patients,0,0,0,0,567
NT347,SPIRE FYLDE COAST HOSPITAL,Completed Pathways For Admitted Patients,63,14,0.7875,0.175,80
NT347,SPIRE FYLDE COAST HOSPITAL,Completed Pathways For Non-Admitted Patients,132,67,0.6197183098591549,0.3145539906103286,213
NT347,SPIRE FYLDE COAST HOSPITAL,Incomplete Pathways,2075,897,0.6870860927152318,0.29701986754966886,3020
NT347,SPIRE FYLDE COAST HOSPITAL,Incomplete Pathways with DTA,242,90,0.7781350482315113,0.28938906752411575,311
NT347,SPIRE FYLDE COAST HOSPITAL,New RTT Periods - All Patients,0,0,0,0,277
NT348,SPIRE ELLAND HOSPITAL,Completed Pathways For Admitted Patients,94,3,0.5,0.015957446808510637,188
NT348,SPIRE ELLAND HOSPITAL,Completed Pathways For Non-Admitted Patients,44,7,0.14285714285714285,0.022727272727272728,308
NT348,SPIRE ELLAND HOSPITAL,Incomplete Pathways,309,41,0.11155234657039712,0.0148014440433213,2770
NT348,SPIRE ELLAND HOSPITAL,Incomplete Pathways with DTA,86,12,0.39090909090909093,0.05454545454545454,220
NT348,SPIRE ELLAND HOSPITAL,New RTT Periods - All Patients,0,0,0,0,657
NT350,SPIRE METHLEY PARK HOSPITAL,Completed Pathways For Admitted Patients,48,2,0.6486486486486487,0.02702702702702703,74
NT350,SPIRE METHLEY PARK HOSPITAL,Completed Pathways For Non-Admitted Patients,59,11,0.37341772151898733,0.06962025316455696,158
NT350,SPIRE METHLEY PARK HOSPITAL,Incomplete Pathways,495,120,0.4862475442043222,0.11787819253438114,1018
NT350,SPIRE METHLEY PARK HOSPITAL,Incomplete Pathways with DTA,240,66,0.8053691275167785,0.2214765100671141,298
NT350,SPIRE METHLEY PARK HOSPITAL,New RTT Periods - All Patients,0,0,0,0,161
NT351,SPIRE HULL AND EAST RIDING HOSPITAL,Completed Pathways For Admitted Patients,58,5,0.30526315789473685,0.02631578947368421,190
NT351,SPIRE HULL AND EAST RIDING HOSPITAL,Completed Pathways For Non-Admitted Patients,46,14,0.19166666666666668,0.058333333333333334,240
NT351,SPIRE HULL AND EAST RIDING HOSPITAL,Incomplete Pathways,670,109,0.2950242184059885,0.0479964773227653,2271
NT351,SPIRE HULL AND EAST RIDING HOSPITAL,Incomplete Pathways with DTA,109,32,0.340625,0.1,320
NT351,SPIRE HULL AND EAST RIDING HOSPITAL,New RTT Periods - All Patients,0,0,0,0,948
NT364,SPIRE MONTEFIORE HOSPITAL,Completed Pathways For Admitted Patients,19,1,0.17272727272727273,0.00909090909090909,110
NT364,SPIRE MONTEFIORE HOSPITAL,Completed Pathways For Non-Admitted Patients,7,2,0.4117647058823529,0.11764705882352941,17
NT364,SPIRE MONTEFIORE HOSPITAL,Incomplete Pathways,111,47,0.17845659163987138,0.07556270096463022,622
NT364,SPIRE MONTEFIORE HOSPITAL,Incomplete Pathways with DTA,70,33,0.4093567251461988,0.19298245614035087,171
NT364,SPIRE MONTEFIORE HOSPITAL,New RTT Periods - All Patients,0,0,0,0,414
NT3X3,SPIRE ST ANTHONY'S HOSPITAL,Completed Pathways For Admitted Patients,7,0,0.07692307692307693,0,91
NT3X3,SPIRE ST ANTHONY'S HOSPITAL,Completed Pathways For Non-Admitted Patients,6,0,0.3333333333333333,0,18
NT3X3,SPIRE ST ANTHONY'S HOSPITAL,Incomplete Pathways,87,7,0.12946428571428573,0.010416666666666666,672
NT3X3,SPIRE ST ANTHONY'S HOSPITAL,Incomplete Pathways with DTA,0,0,0,0,56
NT3X3,SPIRE ST ANTHONY'S HOSPITAL,New RTT Periods - All Patients,0,0,0,0,475
NT401,BMI - THE ALEXANDRA HOSPITAL,Completed Pathways For Admitted Patients,116,37,0.48333333333333334,0.15416666666666667,240
NT401,BMI - THE ALEXANDRA HOSPITAL,Completed Pathways For Non-Admitted Patients,16,4,0.0784313725490196,0.0196078431372549,204
NT401,BMI - THE ALEXANDRA HOSPITAL,Incomplete Pathways,421,165,0.27770448548812665,0.10883905013192612,1516
NT401,BMI - THE ALEXANDRA HOSPITAL,Incomplete Pathways with DTA,61,17,0.3546511627906977,0.09883720930232558,172
NT401,BMI - THE ALEXANDRA HOSPITAL,New RTT Periods - All Patients,0,0,0,0,399
NT402,BMI - BATH CLINIC,Completed Pathways For Admitted Patients,36,8,0.2903225806451613,0.06451612903225806,124
NT402,BMI - BATH CLINIC,Completed Pathways For Non-Admitted Patients,6,2,0.11538461538461539,0.038461538461538464,52
NT402,BMI - BATH CLINIC,Incomplete Pathways,53,0,0.08116385911179173,0,653
NT402,BMI - BATH CLINIC,Incomplete Pathways with DTA,14,0,0.09523809523809523,0,147
NT402,BMI - BATH CLINIC,New RTT Periods - All Patients,0,0,0,0,226
NT403,BMI - THE BEARDWOOD HOSPITAL,Completed Pathways For Admitted Patients,70,0,0.330188679245283,0,212
NT403,BMI - THE BEARDWOOD HOSPITAL,Completed Pathways For Non-Admitted Patients,42,1,0.14383561643835616,0.003424657534246575,292
NT403,BMI - THE BEARDWOOD HOSPITAL,Incomplete Pathways,504,1,0.24766584766584768,4.914004914004914e-4,2035
NT403,BMI - THE BEARDWOOD HOSPITAL,Incomplete Pathways with DTA,46,0,0.24083769633507854,0,191
NT403,BMI - THE BEARDWOOD HOSPITAL,New RTT Periods - All Patients,0,0,0,0,558
NT404,BMI - THE BEAUMONT HOSPITAL,Completed Pathways For Admitted Patients,57,27,0.36075949367088606,0.17088607594936708,158
NT404,BMI - THE BEAUMONT HOSPITAL,Completed Pathways For Non-Admitted Patients,25,6,0.08116883116883117,0.01948051948051948,308
NT404,BMI - THE BEAUMONT HOSPITAL,Incomplete Pathways,278,141,0.13051643192488263,0.06619718309859154,2130
NT404,BMI - THE BEAUMONT HOSPITAL,Incomplete Pathways with DTA,13,7,0.1326530612244898,0.07142857142857142,98
NT404,BMI - THE BEAUMONT HOSPITAL,New RTT Periods - All Patients,0,0,0,0,620
NT405,BMI - BISHOPS WOOD,Completed Pathways For Admitted Patients,12,0,0.23076923076923078,0,52
NT405,BMI - BISHOPS WOOD,Completed Pathways For Non-Admitted Patients,23,5,0.18110236220472442,0.03937007874015748,127
NT405,BMI - BISHOPS WOOD,Incomplete Pathways,156,36,0.3203285420944558,0.07392197125256673,487
NT405,BMI - BISHOPS WOOD,Incomplete Pathways with DTA,14,3,0.27450980392156865,0.058823529411764705,51
NT405,BMI - BISHOPS WOOD,New RTT Periods - All Patients,0,0,0,0,123
NT406,BMI - THE BLACKHEATH HOSPITAL,Completed Pathways For Admitted Patients,40,4,0.37735849056603776,0.03773584905660377,106
NT406,BMI - THE BLACKHEATH HOSPITAL,Completed Pathways For Non-Admitted Patients,23,8,0.12994350282485875,0.04519774011299435,177
NT406,BMI - THE BLACKHEATH HOSPITAL,Incomplete Pathways,444,65,0.33035714285714285,0.04836309523809524,1344
NT406,BMI - THE BLACKHEATH HOSPITAL,Incomplete Pathways with DTA,27,4,0.4153846153846154,0.06153846153846154,65
NT406,BMI - THE BLACKHEATH HOSPITAL,New RTT Periods - All Patients,0,0,0,0,331
NT408,BMI - THE CHAUCER HOSPITAL,Completed Pathways For Admitted Patients,40,11,0.6153846153846154,0.16923076923076924,65
NT408,BMI - THE CHAUCER HOSPITAL,Completed Pathways For Non-Admitted Patients,13,2,0.1511627906976744,0.023255813953488372,86
NT408,BMI - THE CHAUCER HOSPITAL,Incomplete Pathways,118,15,0.22519083969465647,0.02862595419847328,524
NT408,BMI - THE CHAUCER HOSPITAL,Incomplete Pathways with DTA,22,5,0.4489795918367347,0.10204081632653061,49
NT408,BMI - THE CHAUCER HOSPITAL,New RTT Periods - All Patients,0,0,0,0,192
NT409,BMI - CHELSFIELD PARK HOSPITAL,Completed Pathways For Admitted Patients,19,1,0.2235294117647059,0.011764705882352941,85
NT409,BMI - CHELSFIELD PARK HOSPITAL,Completed Pathways For Non-Admitted Patients,10,1,0.13157894736842105,0.013157894736842105,76
NT409,BMI - CHELSFIELD PARK HOSPITAL,Incomplete Pathways,103,10,0.19074074074074074,0.018518518518518517,540
NT409,BMI - CHELSFIELD PARK HOSPITAL,Incomplete Pathways with DTA,7,0,0.14,0,50
NT409,BMI - CHELSFIELD PARK HOSPITAL,New RTT Periods - All Patients,0,0,0,0,131
NT410,BMI - THE CHILTERN HOSPITAL,Completed Pathways For Admitted Patients,1,0,0.1,0,10
NT410,BMI - THE CHILTERN HOSPITAL,Completed Pathways For Non-Admitted Patients,8,3,0.25806451612903225,0.0967741935483871,31
NT410,BMI - THE CHILTERN HOSPITAL,Incomplete Pathways,204,29,0.37988826815642457,0.054003724394785846,537
NT410,BMI - THE CHILTERN HOSPITAL,Incomplete Pathways with DTA,2,1,1,0.5,2
NT410,BMI - THE CHILTERN HOSPITAL,New RTT Periods - All Patients,0,0,0,0,89
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Completed Pathways For Admitted Patients,0,0,0,0,63
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Completed Pathways For Non-Admitted Patients,0,0,0,0,220
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Incomplete Pathways,0,0,0,0,430
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Incomplete Pathways with DTA,0,0,0,0,37
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,New RTT Periods - All Patients,0,0,0,0,276
NT412,BMI - THE DROITWICH SPA HOSPITAL,Completed Pathways For Admitted Patients,84,5,0.5526315789473685,0.03289473684210526,152
NT412,BMI - THE DROITWICH SPA HOSPITAL,Completed Pathways For Non-Admitted Patients,18,5,0.20689655172413793,0.05747126436781609,87
NT412,BMI - THE DROITWICH SPA HOSPITAL,Incomplete Pathways,520,164,0.4120443740095087,0.12995245641838352,1262
NT412,BMI - THE DROITWICH SPA HOSPITAL,Incomplete Pathways with DTA,39,14,0.48148148148148145,0.1728395061728395,81
NT412,BMI - THE DROITWICH SPA HOSPITAL,New RTT Periods - All Patients,0,0,0,0,337
NT416,BMI - HENDON HOSPITAL,Completed Pathways For Admitted Patients,12,2,0.2608695652173913,0.043478260869565216,46
NT416,BMI - HENDON HOSPITAL,Completed Pathways For Non-Admitted Patients,9,4,0.07627118644067797,0.03389830508474576,118
NT416,BMI - HENDON HOSPITAL,Incomplete Pathways,122,9,0.2210144927536232,0.016304347826086956,552
NT416,BMI - HENDON HOSPITAL,Incomplete Pathways with DTA,2,0,0.05405405405405406,0,37
NT416,BMI - HENDON HOSPITAL,New RTT Periods - All Patients,0,0,0,0,189
NT417,BMI - GORING HALL HOSPITAL,Completed Pathways For Admitted Patients,11,0,0.4230769230769231,0,26
NT417,BMI - GORING HALL HOSPITAL,Completed Pathways For Non-Admitted Patients,4,0,0.04395604395604396,0,91
NT417,BMI - GORING HALL HOSPITAL,Incomplete Pathways,136,0,0.3417085427135678,0,398
NT417,BMI - GORING HALL HOSPITAL,Incomplete Pathways with DTA,15,0,0.5172413793103449,0,29
NT417,BMI - GORING HALL HOSPITAL,New RTT Periods - All Patients,0,0,0,0,95
NT418,BMI - THE HAMPSHIRE CLINIC,Completed Pathways For Admitted Patients,1,0,0.5,0,2
NT418,BMI - THE HAMPSHIRE CLINIC,Completed Pathways For Non-Admitted Patients,1,1,0.14285714285714285,0.14285714285714285,7
NT418,BMI - THE HAMPSHIRE CLINIC,Incomplete Pathways,3,0,0.10714285714285714,0,28
NT418,BMI - THE HAMPSHIRE CLINIC,Incomplete Pathways with DTA,0,0,0,0,1
NT418,BMI - THE HAMPSHIRE CLINIC,New RTT Periods - All Patients,0,0,0,0,17
NT419,BMI - THE HARBOUR HOSPITAL,Completed Pathways For Admitted Patients,8,3,0.8,0.3,10
NT419,BMI - THE HARBOUR HOSPITAL,Incomplete Pathways,2,1,0.6666666666666666,0.3333333333333333,3
NT419,BMI - THE HARBOUR HOSPITAL,New RTT Periods - All Patients,0,0,0,0,3
NT420,BMI - THE HIGHFIELD HOSPITAL,Completed Pathways For Admitted Patients,107,13,0.42971887550200805,0.05220883534136546,249
NT420,BMI - THE HIGHFIELD HOSPITAL,Completed Pathways For Non-Admitted Patients,49,6,0.1891891891891892,0.023166023166023165,259
NT420,BMI - THE HIGHFIELD HOSPITAL,Incomplete Pathways,505,123,0.3664731494920174,0.08925979680696662,1378
NT420,BMI - THE HIGHFIELD HOSPITAL,Incomplete Pathways with DTA,57,18,0.40714285714285714,0.12857142857142856,140
NT420,BMI - THE HIGHFIELD HOSPITAL,New RTT Periods - All Patients,0,0,0,0,380
